id,def,age,inc_brac4,inc_brac3,inc_brac2,inc_brac1,income_missing,kin_missing,credit_score_avg,credit_score,credit_score_m,deposit_min_avg,deposit_max_avg,total_deposit,monthly_deposit_avg,min_rec_avg,max_rec_avg,total_rec,monthly_rec_avg,avg_monthly_inc,rec_inc_r,d_inc_r,airtime_min_avg,airtime_max_avg,total_airtime,monthly_airtime_avg,a_inc_r,avg_min_paybill,avg_max_paybill,total_paybill,monthly_paybill_avg,p_inc_r,avg_min_transfered,avg_max_transfered,total_transfered,avg_monthly_transferred,t_inc_r,avg_min_withdrawals,total_withdrawals,avg_withdrawls,w_inc_r,w_dep_r,avg_min_sent,avg_max_sent,avg_monthly_sent,s_inc_r,s_rec_r,monthly_exp_avg,inc-exp,exp-inc,rec_exp_r,d_exp_r,inc_exp_r,t_exp_r,w_exp_r,s_exp_r,p_exp_r,a_exp_r,total_sent
1797,1,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,1,25,0,0,0,0,1,1,15,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,1,23,0,0,0,0,1,1,16.24,812,0,285.7142857,92.85714286,1230,175.7142857,17.14285714,157.8571429,2675,382.1428571,557.8571429,0.685019206,0.314980794,1.428571429,12.85714286,416,59.42857143,0.10653009,0,0,0,0,0,0,0,0,0,0,14.28571429,300,42.85714286,0.076824584,0.243902439,5.428571429,94.28571429,449.1428571,0.805121639,0.805121639,551.4285714,6.428571429,-6.428571429,0.693005181,0.31865285,1.011658031,0,0.077720207,0.814507772,0,0.107772021,12912.85714
1800,1,23,0,0,0,0,0,0,0,0,1,14285.71429,2857.142857,30000,4285.714286,218.5714286,218.5714286,1530,218.5714286,4504.285714,0.048525214,0.951474786,2.857142857,14.28571429,145,20.71428571,0.004598795,100,142.8571429,1700,242.8571429,0.053916905,0,0,0,0,0,0,0,0,0,0,9.285714286,2785.714286,7320.714286,1.625277513,1.625277513,7584.285714,-3080,3080,0.028818987,0.565078169,0.593897156,0,0,0.965247693,0.032021096,0.002731211,210470.5357
1801,1,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,0,27,0,0,1,0,0,0,6.54,327,0,14571.42857,1457.142857,10200,1457.142857,77.71428571,2142.857143,37310,5330,6787.142857,0.785308356,0.214691644,4.142857143,20.71428571,1850,264.2857143,0.038939171,0,0,0,0,0,7.142857143,125.2857143,3504,500.5714286,0.073752894,1628.571429,29750,4250,0.626183961,2.916666667,51.42857143,1592.857143,2684.428571,0.395516733,0.395516733,7699.285714,-912.1428571,912.1428571,0.69227201,0.189256888,0.881528899,0.065015308,0.551999258,0.34865943,0,0.034326004,77177.32143
1803,0,26,0,0,0,1,0,0,14.38,719,0,114.2857143,796.4285714,16185,2312.142857,228.5714286,1628.571429,12500,1785.714286,4097.857143,0.435767823,0.564232177,1.142857143,1.285714286,17,2.428571429,5.93E-04,0,0,0,0,0,0,0,0,0,0,1534.285714,10740,1534.285714,0.374411713,0.663577386,4.285714286,785.7142857,2424.142857,0.591563535,0.591563535,3960.857143,137,-137,0.450840366,0.583748106,1.034588473,0,0.387362043,0.612024814,0,6.13E-04,69694.10714
1804,1,24,0,0,0,0,1,1,14.32,716,0,11357.14286,11071.42857,146220,20888.57143,103.8571429,9600,233487,33355.28571,54243.85714,0.614913604,0.385086396,8.285714286,114.2857143,6031,861.5714286,0.015883299,75,1042.285714,28567,4081,0.075234325,124.2857143,130,1780,254.2857143,0.004687825,437.1428571,86270,12324.28571,0.2272015,0.590001368,17,7507.857143,39156.42857,0.721859223,0.721859223,56677.57143,-2433.714286,2433.714286,0.588509438,0.368550926,0.957060364,0.004486532,0.21744555,0.690862851,0.072003791,0.015201276,1125747.321
1805,1,33,0,0,1,0,0,0,0,0,1,4714.285714,4521.428571,76100,10871.42857,172.4285714,5314.285714,134939,19277,30148.42857,0.639403143,0.360596857,31.28571429,157.1428571,6639,948.4285714,0.03145864,28.57142857,28.57142857,400,57.14285714,0.001895384,0,0,0,0,0,3900,115633,16519,0.547922422,1.519487516,36.42857143,4546.142857,12024.57143,0.398845711,0.398845711,29549.14286,599.2857143,-599.2857143,0.652370869,0.367910116,1.020280985,0,0.559034828,0.406934695,0.001933825,0.032096653,345706.4286
1806,0,29,0,0,0,0,1,1,10.04,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,0,62,0,0,0,0,1,1,0,0,1,2214.285714,1700,27250,3892.857143,9.285714286,2872.857143,104712,14958.85714,18851.71429,0.793501159,0.206498841,2.142857143,11.42857143,1099,157,0.008328155,0,0,0,0,0,2.142857143,2178.571429,61741,8820.142857,0.467869538,592.8571429,21250,3035.714286,0.161031206,0.779816514,1.857142857,2485.714286,15488.85714,0.821615313,0.821615313,27501.71429,-8650,8650,0.543924535,0.141549618,0.685474152,0.320712475,0.110382729,0.563196061,0,0.005708735,445304.6429
1808,1,33,0,0,0,0,1,1,15.44,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,1,46,0,0,0,0,1,1,15,750,0,3528.571429,4678.571429,71670,10238.57143,290,11884.71429,193110,27587.14286,37825.71429,0.729322456,0.270677544,75,254.8571429,3789,541.2857143,0.014309993,67.14285714,225.7142857,3050,435.7142857,0.011518997,1928.571429,6285.714286,84500,12071.42857,0.319132865,364.2857143,44200,6314.285714,0.166931037,0.616715502,225.7142857,9528.571429,26985.28571,0.713411134,0.713411134,46348,-8522.285714,8522.285714,0.595217547,0.220906435,0.816123981,0.260451984,0.136236423,0.582231935,0.00940093,0.011678729,775826.9643
1810,0,21,0,0,0,0,1,1,14.68,734,0,157.1428571,15.71428571,110,15.71428571,37.14285714,950,8490,1212.857143,1228.571429,0.987209302,0.012790698,6.857142857,19.28571429,320,45.71428571,0.037209302,0,0,0,0,0,0,0,0,0,0,885.7142857,8100,1157.142857,0.941860465,73.63636364,2.857142857,98.57142857,207.4285714,0.168837209,0.168837209,1410.285714,-181.7142857,181.7142857,0.860008104,0.011142626,0.871150729,0,0.820502431,0.147082658,0,0.032414911,5963.571429
1811,1,39,0,1,0,0,0,0,0,0,1,0,0,0,0,75.28571429,218.1428571,2054,293.4285714,293.4285714,1,0,21.42857143,21.42857143,150,21.42857143,0.073028238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,146.7142857,161,0.548685492,0.548685492,182.4285714,111,-111,1.608457322,0,1.608457322,0,0,0.882537197,0,0.117462803,4628.75
1812,0,41,0,0,0,0,1,1,14.36,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,0,23,0,0,0,0,1,1,12.08,604,0,2328.571429,1428.571429,13730,1961.428571,82.71428571,5857.142857,80693,11527.57143,13489,0.854590513,0.145409487,11.85714286,52,2123,303.2857143,0.022483929,94.28571429,124.2857143,1560,222.8571429,0.016521398,65.71428571,1951.428571,27350,3907.142857,0.289654004,811.4285714,71870,10267.14286,0.761149296,5.234522942,100.1428571,772.8571429,2570,0.190525613,0.190525613,17270.42857,-3781.428571,3781.428571,0.667474544,0.113571505,0.781046049,0.226233115,0.594492651,0.148809278,0.012903973,0.017560984,73887.5
1814,1,23,0,0,0,0,1,1,14.14,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,0,33,0,0,0,0,1,1,14.8,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,0,23,0,0,0,0,1,1,14.32,716,0,571.4285714,64.28571429,850,121.4285714,58.57142857,215.7142857,3117,445.2857143,566.7142857,0.785732291,0.214267709,1.428571429,15.71428571,505,72.14285714,0.127300227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28.57142857,80,0.141164608,0.141164608,152.1428571,414.5714286,-414.5714286,2.926760563,0.798122066,3.724882629,0,0,0.525821596,0,0.474178404,2300
1817,0,25,0,0,0,0,1,1,14.32,716,0,928.5714286,2028.571429,23860,3408.571429,41,979.4285714,29389,4198.428571,7607,0.551916468,0.448083532,8.571428571,92.85714286,1035,147.8571429,0.019436985,99,177.1428571,2787,398.1428571,0.052339011,82.42857143,82.42857143,577,82.42857143,0.010835884,845.7142857,31140,4448.571429,0.584799715,1.30511316,297.1428571,1131.285714,2816.142857,0.370204135,0.370204135,7893.142857,-286.1428571,286.1428571,0.531908347,0.431839571,0.963747919,0.010443061,0.563599508,0.356783465,0.050441613,0.018732354,80964.10714
1818,1,25,0,0,0,0,1,1,0,0,0,1428.571429,142.8571429,1000,142.8571429,147.1428571,147.1428571,1030,147.1428571,290,0.507389163,0.492610837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,1000,142.8571429,0.492610837,1,4.285714286,133.2857143,137.5714286,0.474384236,0.474384236,280.4285714,9.571428571,-9.571428571,0.524707081,0.50942435,1.034131431,0,0.50942435,0.49057565,0,0,3955.178571
1819,1,27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,142.8571429,142.8571429,0,0,142.8571429,-142.8571429,142.8571429,0,0,0,0,0,1,0,0,4107.142857
1820,0,26,0,0,0,0,1,1,14.66,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,1,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,0,29,0,0,0,0,1,1,14.36,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,1,22,0,0,0,0,1,1,15.68,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,1,30,0,0,0,0,1,1,14.38,719,0,571.4285714,221.4285714,10370,1481.428571,14.28571429,1157.142857,39679,5668.428571,7149.857143,0.792803053,0.207196947,2.714285714,8.571428571,1265,180.7142857,0.02527523,7.428571429,71.42857143,5652,807.4285714,0.112929329,0.857142857,150,1056,150.8571429,0.021099323,50,7450,1064.285714,0.148854123,0.718418515,4.285714286,571.4285714,5033.857143,0.704050031,0.704050031,7237.142857,-87.28571429,87.28571429,0.783241216,0.204697987,0.987939203,0.020844848,0.147058824,0.695558626,0.111567311,0.024970391,144723.3929
1825,1,33,0,0,0,0,1,1,14.5933334,753,0,1385.714286,5014.285714,42360,6051.428571,12.14285714,12600,289196,41313.71429,47365.14286,0.872238777,0.127761223,18.28571429,50,928,132.5714286,0.002798924,950,1831.714286,30460,4351.428571,0.09186985,5289.714286,6175.428571,49248,7035.428571,0.148535994,3714.285714,41000,5857.142857,0.123659352,0.96789424,6.571428571,6190,30591.85714,0.645872794,0.645872794,47968.42857,-603.2857143,603.2857143,0.86126887,0.126154405,0.987423275,0.146667898,0.122104122,0.63774983,0.090714428,0.002763723,879515.8929
1826,1,30,0,0,1,0,0,0,0,0,1,300,1307.142857,10590,1512.857143,2.857142857,2.857142857,20,2.857142857,1515.714286,0.001885014,0.998114986,0.714285714,8.571428571,145,20.71428571,0.013666352,111.4285714,111.4285714,780,111.4285714,0.073515551,0,0,0,0,0,35.71428571,250,35.71428571,0.023562677,0.023607177,9.428571429,1242.857143,1323.714286,0.87332705,0.87332705,1491.571429,24.14285714,-24.14285714,0.001915525,1.014270664,1.016186189,0,0.023944067,0.887462887,0.074705488,0.013887559,38056.78571
1827,1,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,1,27,0,0,0,0,1,1,14.36,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,0,35,0,0,0,0,1,1,5.5,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,1,26,0,0,0,0,1,1,14.94,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,38,0,0,0,0,1,1,14.9,731,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0.714285714,5,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,-0.714285714,0.714285714,0,0,0,0,0,0,0,1,0
1832,0,32,0,0,0,0,1,1,16.1,805,0,0,0,0,0,72.85714286,171.4285714,2740,391.4285714,391.4285714,1,0,2.857142857,7.142857143,220,31.42857143,0.080291971,0,0,0,0,0,0,0,0,0,0,142.8571429,2150,307.1428571,0.784671533,0,14.28571429,28.57142857,42.85714286,0.109489051,0.109489051,381.4285714,10,-10,1.026217228,0,1.026217228,0,0.805243446,0.112359551,0,0.082397004,1232.142857
1833,1,27,0,0,0,0,1,1,14.88,744,0,142.8571429,50,850,121.4285714,4.285714286,871.4285714,14144,2020.571429,2142,0.943310658,0.056689342,17.14285714,21.14285714,168,24,0.011204482,0,0,0,0,0,20.14285714,75.85714286,1172,167.4285714,0.078164599,42.85714286,13050,1864.285714,0.870348139,15.35294118,1.428571429,47.14285714,68.57142857,0.032012805,0.032012805,2124.285714,17.71428571,-17.71428571,0.951176866,0.057162071,1.008338937,0.078816409,0.877605918,0.032279758,0,0.011297915,1971.428571
1834,1,26,0,0,0,0,1,1,14.94,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,1,25,0,0,0,0,1,1,15.14,757,0,2142.857143,1714.285714,21227,3032.428571,47.28571429,2571.428571,134002,19143.14286,22175.57143,0.863253645,0.136746355,3.285714286,88.57142857,4397,628.1428571,0.028325893,1062.428571,1270.285714,11737,1676.714286,0.075610872,237,1182.428571,14717,2102.428571,0.094808315,2600,45800,6542.857143,0.295047961,2.157629434,9.142857143,1994.714286,13107.28571,0.591068679,0.591068679,24057.42857,-1881.857143,1881.857143,0.795726892,0.126049572,0.921776463,0.087392074,0.271968266,0.544833197,0.069696322,0.026110141,376834.4643
1836,0,21,0,0,0,0,1,1,0,0,0,10707.14286,1800,22495,3213.571429,455.1428571,885.7142857,16796,2399.428571,5613,0.42747703,0.57252297,4.142857143,9.571428571,145,20.71428571,0.003690413,117.8571429,1115.285714,17092,2441.714286,0.435010562,418.8571429,418.8571429,3654,522,0.092998397,78.57142857,550,78.57142857,0.013998117,0.024449878,32.14285714,1474.142857,3611,0.643327989,0.643327989,6674,-1061,1061,0.359518815,0.481506058,0.841024873,0.078213965,0.011772764,0.54105484,0.365854703,0.003103729,103816.25
1837,1,32,0,1,0,0,0,0,0,0,1,71.42857143,1014.285714,18855,2693.571429,428.5714286,1428.571429,18000,2571.428571,5265,0.488400488,0.511599512,2.571428571,42.85714286,1388,198.2857143,0.037661104,107.5714286,107.5714286,1506,215.1428571,0.040862841,0,0,0,0,0,14.28571429,3655,522.1428571,0.099172433,0.193847786,2.857142857,1000,3542,0.672744539,0.672744539,4477.571429,787.4285714,-787.4285714,0.57429091,0.601569728,1.175860639,0,0.11661296,0.791053824,0.048049006,0.04428421,101832.5
1838,1,25,0,0,0,0,1,1,15.02,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,1,21,0,0,0,1,0,0,16.14,807,0,1857.142857,285.7142857,3300,471.4285714,0,0,0,0,471.4285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.5714286,1950,278.5714286,0.590909091,0.590909091,181.4285714,181.4285714,181.4285714,0.384848485,0.384848485,460,11.42857143,-11.42857143,0,1.02484472,1.02484472,0,0.605590062,0.394409938,0,0,5216.071429
1840,1,52,0,0,0,0,1,1,0,0,0,785.7142857,414.2857143,4550,650,92.85714286,100,1350,192.8571429,842.8571429,0.228813559,0.771186441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.85714286,271.4285714,778.4285714,0.923559322,0.923559322,778.4285714,64.42857143,-64.42857143,0.247751881,0.835015599,1.08276748,0,0,1,0,0,22379.82143
1841,1,29,0,0,0,0,1,1,14.36,718,0,285.7142857,5700,199057,28436.71429,5.714285714,9728.571429,110577,15796.71429,44233.42857,0.357121634,0.642878366,5.714285714,14.28571429,486,69.42857143,0.001569595,14.28571429,1800,12950,1850,0.041823572,604.8571429,1766.714286,13610,1944.285714,0.043955121,432.8571429,188210,26887.14286,0.607846684,0.945508071,6.428571429,4236.571429,16362,0.369901238,0.369901238,47112.85714,-2879.428571,2879.428571,0.335295188,0.603587131,0.938882319,0.041268686,0.570696504,0.347293732,0.039267413,0.001473665,470407.5
1842,0,27,0,0,0,0,0,0,5.48,274,0,500,1500,13750,1964.285714,532.8571429,8832.857143,233989,33427,35391.28571,0.94449804,0.05550196,6.857142857,64.28571429,3638,519.7142857,0.014684809,134.2857143,2142.857143,43870,6267.142857,0.177081525,2.428571429,7.714285714,71,10.14285714,2.87E-04,535.7142857,93860,13408.57143,0.378866468,6.826181818,9,2532.857143,13743.28571,0.388324002,0.388324002,33948.85714,1442.428571,-1442.428571,0.984628138,0.057860143,1.042488281,2.99E-04,0.394963853,0.404823221,0.184605415,0.015308742,395119.4643
1843,1,30,0,0,0,0,1,1,14.64,732,0,7458.571429,3488.714286,51483,7354.714286,22.85714286,6528.571429,84116,12016.57143,19371.28571,0.620329058,0.379670942,32.85714286,64.28571429,1620,231.4285714,0.011946991,0,0,0,0,0,121.4285714,700,9800,1400,0.072271919,1567.142857,36620,5231.428571,0.270060989,0.71130276,8.571428571,3192.857143,13426.57143,0.693117206,0.693117206,20289.42857,-918.1428571,918.1428571,0.592257756,0.362489967,0.954747722,0.06900145,0.257840114,0.661752074,0,0.011406362,386013.9286
1844,0,23,0,0,0,0,1,1,14.32,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,0,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,1,29,0,0,0,0,1,1,14.36,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,0,28,0,0,0,0,1,1,16,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,1,25,0,0,0,0,1,1,14.46,723,0,2428.571429,1242.857143,13700,1957.142857,90,1471.428571,12620,1802.857143,3760,0.479483283,0.520516717,2.857142857,14.28571429,380,54.28571429,0.01443769,708.4285714,1188.285714,12477,1782.428571,0.474050152,0,0,0,0,0,128.5714286,1600,228.5714286,0.060790274,0.116788321,26.42857143,374,664.7142857,0.176785714,0.176785714,2730,1030,-1030,0.660387232,0.716902145,1.377289377,0,0.083725798,0.243485086,0.652904239,0.019884877,19110.53571
1849,1,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,1,33,0,0,0,0,1,1,14.6,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,1,33,0,0,0,0,1,1,14.18,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,0,23,0,0,0,0,1,1,5.38,269,0,71.42857143,300,3435,490.7142857,2.857142857,2.857142857,20,2.857142857,493.5714286,0.005788712,0.994211288,4.285714286,14.28571429,370,52.85714286,0.107091172,0,0,0,0,0,0,0,0,0,0,42.85714286,300,42.85714286,0.08683068,0.087336245,7.142857143,394.2857143,401.4285714,0.813314038,0.813314038,497.1428571,-3.571428571,3.571428571,0.005747126,0.987068966,0.992816092,0,0.086206897,0.807471264,0,0.106321839,11541.07143
1853,1,21,0,0,0,0,1,1,14.84,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,0,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,1,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,0,28,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,1,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,1,33,0,0,0,1,0,0,0,0,1,142.8571429,321.4285714,3530,504.2857143,428.5714286,428.5714286,3000,428.5714286,932.8571429,0.45941807,0.54058193,0,0,0,0,0,0,0,0,0,0,2.571428571,2.571428571,18,2.571428571,0.002756508,421.4285714,2950,421.4285714,0.451761103,0.835694051,162.2857143,328.5714286,490.8571429,0.52618683,0.52618683,914.8571429,18,-18,0.468457214,0.551217989,1.019675203,0.002810743,0.460649594,0.536539663,0,0,14112.14286
1859,1,29,0,0,0,1,0,0,0,0,1,1285.714286,1728.571429,19000,2714.285714,171.4285714,4414.285714,74607,10658.14286,13372.42857,0.797023727,0.202976273,4.571428571,24.28571429,517,73.85714286,0.005523091,1401.857143,1401.857143,9813,1401.857143,0.104831904,214.2857143,1498.571429,21917,3131,0.234138473,790.7142857,51140,7305.714286,0.546326664,2.691578947,21.28571429,2815.714286,5926.142857,0.443161302,0.443161302,17838.57143,-4466.142857,4466.142857,0.597477376,0.152158245,0.749635621,0.175518539,0.409545928,0.332209498,0.078585729,0.004140306,170376.6071
1860,1,27,0,0,0,0,1,1,14.72,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,1,24,0,0,0,0,1,1,14.32,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,0,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,0,29,0,0,0,0,1,1,15.23,763,0,0,0,0,0,1578.571429,3180,30897,4413.857143,4413.857143,1,0,35.71428571,41,450,64.28571429,0.014564521,172.8571429,175.7142857,2440,348.5714286,0.078972068,85.71428571,385.7142857,4500,642.8571429,0.145645208,142.8571429,1000,142.8571429,0.032365602,0,60.42857143,4428.571429,6888.428571,1.560636955,1.560636955,8087,-3673.142857,3673.142857,0.545796605,0,0.545796605,0.07949266,0.017665036,0.851790351,0.043102687,0.007949266,198042.3214
1864,1,23,0,0,0,0,1,1,14.32,716,0,0,0,0,0,147.1428571,382.4285714,7388,1055.428571,1055.428571,1,0,7.142857143,18.28571429,158,22.57142857,0.021386031,11.57142857,14.28571429,181,25.85714286,0.024499188,1.714285714,1.714285714,12,1.714285714,0.001624256,0,0,0,0,0,6,144.5714286,638.8571429,0.605305901,0.605305901,689,366.4285714,-366.4285714,1.531826664,0,1.531826664,0.002488078,0,0.92722372,0.037528509,0.032759693,18367.14286
1865,0,37,0,0,0,0,0,0,0,0,1,1285.714286,128.5714286,900,128.5714286,45.71428571,5585.714286,138264,19752,19880.57143,0.99353281,0.00646719,5.714285714,257.1428571,7941,1134.428571,0.057062171,0,0,0,0,0,142.8571429,914.2857143,7400,1057.142857,0.053174672,1357.142857,10500,1500,0.075450548,11.66666667,12.14285714,4032.142857,17346,0.872510132,0.872510132,21037.57143,-1157,1157,0.938891643,0.006111515,0.945003158,0.050250233,0.071301006,0.82452483,0,0.053923932,498697.5
1866,1,23,0,0,0,1,0,0,14.24,712,0,1285.714286,328.5714286,6250,892.8571429,222,940,13411,1915.857143,2808.714286,0.682111795,0.317888205,6.857142857,12.85714286,308,44,0.015665531,53.57142857,173.5714286,1590,227.1428571,0.080870759,75.42857143,75.42857143,528,75.42857143,0.026855196,992.8571429,12000,1714.285714,0.610345354,1.92,67.14285714,750.5714286,1687.142857,0.600681552,0.600681552,3748,-939.2857143,939.2857143,0.511167861,0.23822229,0.749390151,0.020125019,0.457386797,0.450144839,0.060603751,0.011739594,48505.35714
